customerID,Churn
8169-SAEJD,0
1396-QWFBJ,1
5681-LLOEI,0
8752-GHJFU,0
9862-KJTYK,0
0362-RAOQO,0
8931-GJJIQ,1
2239-JALAW,1
2654-VBVPB,0
9746-MDMBK,0
5641-DMBFJ,0
3352-ALMCK,0
1921-KYSAY,0
8402-EIVQS,0
0380-NEAVX,0
9039-ZVJDC,0
8261-GWDBQ,0
4145-UQXUQ,1
6906-ANDWJ,1
6999-CHVCF,0
1635-NZATJ,0
1867-TJHTS,0
9137-NOQKA,0
1670-SVOWZ,1
6892-BOGQE,0
6615-NGGZJ,1
7351-MHQVU,0
3466-BYAVD,0
1573-LGXBA,0
5993-JSUWV,0
1891-FZYSA,1
3067-SVMTC,0
1004-NOZNR,0
7028-DVOIQ,1
4580-TMHJU,1
7036-ZZKBD,0
5844-QVTAT,0
3428-XZMAZ,1
2578-JQPHZ,0
2550-AEVRU,0
8597-CTXVJ,0
9708-KFDBY,0
1335-MXCSE,0
9253-QXKBE,1
5478-JJVZK,0
9274-CNFMO,1
2996-XAUVF,0
4163-KIUHY,0
5365-LLFYV,0
8337-UPOAQ,1
1866-OBPNR,0
6265-FRMTQ,0
6741-EGCBI,0
4250-WAROZ,0
1266-NZYUI,0
7976-CICYS,0
8120-JDCAM,0
4009-ALQFH,1
6586-MYGKD,0
8262-COGGB,0
9967-ATRFS,0
7551-JOHTI,1
0064-SUDOG,0
3976-HXHCE,0
2342-CKIAO,0
7682-AZNDK,0
3891-NLXJB,0
2205-LPVGL,0
3566-HJGPK,0
3878-AVSOQ,0
7767-UXAGJ,1
6087-YPWHO,0
0282-NVSJS,0
0883-EIBTI,1
5093-FEGLU,0
7593-JNWRU,1
5110-CHOPY,0
6407-UTSLV,0
3720-DBRWL,0
9802-CAQUT,0
9225-BZLNZ,0
1207-BLKSA,0
3779-OSWCF,0
9891-NQDBD,0
5227-JSCFE,0
9938-TKDGL,0
7465-ZZRVX,0
1173-XZPYF,0
8824-RWFXJ,1
8715-KKTFG,0
8185-UPYBR,1
5619-PTMIK,0
9174-IHETN,0
6305-YLBMM,1
7037-MTYVW,0
9306-CPCBC,1
6818-WOBHJ,1
1760-CAZHT,0
7240-FQLHE,1
3834-XUIFC,1
8316-BBQAY,0
5602-BVFMK,0
6366-ZGQGL,1
2023-VQFDL,0
9795-NREXC,0
8404-FYDIB,0
9565-DJPIB,1
7688-AWMDX,0
8624-GIOUT,1
9451-LPGOO,1
4118-CEVPF,0
1363-TXLSL,1
0345-HKJVM,1
4607-CHPCA,1
0939-EREMR,0
5707-ORNDZ,1
8125-QPFJD,0
7163-OCEQI,0
0454-OKRCT,0
1986-PHGZF,0
9086-YJYXS,0
8780-IXSTS,1
0835-DUUIQ,0
0236-HFWSV,1
4191-XOVOM,0
3223-DWFIO,0
8016-ZMGMO,0
1552-TKMXS,0
1251-STYSZ,0
7714-YXSMB,0
9738-QLWTP,0
8285-ABVLB,0
8806-EAGWC,1
0843-WTBXE,1
9588-OZDMQ,0
8468-FZTOE,0
5275-PMFUT,0
9822-OAOVB,0
6339-RZCBJ,0
7860-UXCRM,0
7010-BRBUU,0
9102-OXKFY,0
1430-SFQSA,0
7153-CHRBV,0
6647-ZEDXT,0
7459-IMVYU,0
7998-ZLXWN,0
2674-MLXMN,0
2645-QTLMB,1
3721-WKIIL,0
4933-BSAIP,0
4844-JJWUY,1
9614-RMGHA,1
4614-NUVZD,1
4855-SNKMY,1
5066-GFJMM,0
3565-UNOCC,1
3721-CNZHX,0
3486-HOOGQ,0
9912-GVSEQ,1
8547-NSBBO,0
2256-YLYLP,0
6358-LYNGM,1
8203-XJZRC,0
6670-MFRPK,0
1336-EZFZY,0
9518-IMLHK,0
3424-NMNBO,1
3227-WLKLI,0
0743-HNPFG,0
6569-KTMDU,0
0680-DFNNY,1
1834-ABKHQ,0
2672-DZUOY,1
7521-YXVZY,0
4522-AKYLR,0
3494-JCHRQ,1
6060-DRTNL,1
7175-NTIXE,0
7519-JTWQH,0
5172-MIGPM,0
9770-LXDBK,0
6180-YBIQI,0
3904-UKFRE,0
1226-IENZN,0
3021-VLNRJ,0
7746-QYVCO,0
0701-RFGFI,0
0696-UKTOX,0
0434-CSFON,0
7639-SUPCW,1
0864-FVJNJ,0
1208-NBVFH,0
2330-PQGDQ,0
3677-TNKIO,1
9060-HJJRW,0
3391-JSQEW,0
6108-OQZDQ,1
8348-HFYIV,1
3537-HPKQT,0
0440-EKDCF,0
3620-MWJNE,0
3577-AMVUX,0
8999-BOHSE,1
6435-SRWBJ,0
7798-JVXYM,0
4686-GEFRM,0
9153-BTBVV,0
1125-SNVCK,0
5474-LAMUQ,0
0303-UNCIP,0
1442-BQPVU,0
7252-NTGSS,0
2453-SAFNS,0
3799-ISUZQ,1
4737-AQCPU,0
3957-LXOLK,1
7284-BUYEC,0
1342-JPNKI,1
7472-EQOAV,0
5472-CVMDX,0
4537-DKTAL,0
0442-ZXKVS,0
1794-SWWKL,0
0975-VOOVL,0
6435-VWCCY,0
5003-OKNNK,0
8294-UIMBA,0
9067-YGSCA,0
5148-HKFIR,0
5261-QSHQM,1
6741-QRLUP,0
2379-ENZGV,1
4291-HYEBC,0
3556-BVQGL,0
4957-TREIR,0
8182-PNAGI,1
8722-NGNBH,1
6064-PUPMC,0
0214-JHPFW,0
0687-ZVTHB,1
4827-DPADN,0
8665-UTDHZ,1
7758-UJWYS,0
7969-AULMZ,1
6668-CNMFP,0
3181-VTHOE,0
4007-NHVHI,0
6629-CZTTH,1
9555-SAHUZ,0
2592-HODOV,0
4433-JCGCG,1
8904-OPDCK,0
1996-DBMUS,0
6369-MCAKO,0
4070-OKWVH,0
4443-EMBNA,0
2856-HYAPG,1
5148-ORICT,0
0842-IWYCP,0
7321-PKUYW,1
7470-DYNOE,0
0871-OPBXW,0
3768-NLUBH,1
9619-GSATL,0
6725-TPKJO,0
1866-DIOQZ,0
4459-BBGHE,0
4092-OFQZS,0
0859-YGKFW,0
8910-LEDAG,0
5762-TJXGK,0
0786-IVLAW,0
4021-RQSNY,1
9170-GYZJC,1
2882-WDTBA,0
3536-IQCTX,1
5895-QSXOD,0
1142-WACZW,1
8327-WKMIE,0
2483-XSSMZ,0
5229-PRWKT,1
2690-DVRVK,0
1853-ARAAQ,0
2796-UUZZO,0
6847-KJLTS,0
2569-WGERO,0
7359-SSBJK,1
0023-UYUPN,0
2680-XKKNJ,0
8945-GRKHX,1
9620-ENEJV,0
9227-YBAXE,0
9705-ZJBCG,0
6599-RCLCJ,1
1260-TTRXI,1
6407-GSJNL,0
5337-IIWKZ,0
2207-QPJED,0
4813-HQMGZ,0
0089-IIQKO,0
8654-DHAOW,0
8739-QOTTN,0
6171-ZTVYB,0
0107-YHINA,1
4713-ZBURT,0
0812-WUPTB,1
2103-ZRXFN,0
3370-GQEAL,0
1282-IHQAC,0
5074-FBGHB,0
1092-WPIVQ,0
7696-CFTAT,0
6115-ZTBFQ,0
2959-EEXWB,0
3050-RLLXC,0
5216-WASFJ,0
4636-TVXVG,0
9309-BZGNT,0
2495-TTHBQ,0
1764-VUUMT,0
9489-DEDVP,0
8999-XXGNS,0
9150-HEPMB,0
5649-VUKMC,1
0519-XUZJU,1
4361-BKAXE,1
2853-CWQFQ,0
0956-SYCWG,0
8436-BJUMM,1
8652-YHIYU,0
9261-WDCAF,0
0556-FJEGU,0
3219-JQRSL,0
6922-NCEDI,0
7254-IQWOZ,1
7841-FCRQD,0
7852-LECYP,0
4685-ERGHK,0
7401-RUBNK,0
1723-HKXJQ,1
9730-DRTMJ,0
4803-LBYPN,0
8984-EYLLL,0
7625-XCQRH,1
2040-VZIKE,0
0461-CVKMU,1
5791-KAJFD,0
9467-ROOLM,0
2761-XECQW,0
9259-PACGQ,1
1222-LRYKO,0
4391-RESHN,1
4139-SUGLD,1
0953-LGOVU,0
0793-TWELN,0
7549-MYGPK,1
2640-LYMOV,0
8229-BUJHX,0
2672-TGEFF,0
1612-EOHDH,1
5119-NZPTV,0
5445-UTODQ,1
7524-VRLPL,0
4013-TLDHQ,1
7825-ECJRF,1
5980-BDHPY,0
8949-JTMAY,1
7675-OZCZG,1
9496-IVVRP,0
2045-BMBTJ,0
8152-VETUR,0
4785-NKHCX,0
3445-HXXGF,1
6257-DTAYD,0
7511-YMXVQ,1
0248-IPDFW,0
9667-TKTVZ,0
2085-JVGAD,0
7551-DACSP,1
7964-YESJC,0
7609-YBPXG,0
9801-NOSHQ,0
6877-LGWXO,1
6166-YIPFO,0
9677-AVKED,0
6427-FEFIG,0
7622-FWGEW,0
0320-JDNQG,1
3261-CQXOL,0
7568-PODML,1
8685-WHQPW,1
7493-GVFIO,0
8039-EQPIM,0
6771-XWBDM,1
4381-MHQDC,0
5688-KZTSN,1
3689-MOZGR,0
6765-MBQNU,0
5124-EOGYE,0
5288-AHOUP,0
8434-PNQZX,0
5010-IPEAQ,0
1932-UEDCX,0
1226-JZNKR,0
8098-LLAZX,1
0230-WEQUW,0
3143-ILDAL,1
4795-KTRTH,1
6330-JKLPC,1
2235-DWLJU,0
6479-SZPLM,0
0318-QUUOB,1
2896-TBNBE,0
7080-TNUWP,0
0723-FDLAY,0
9095-HFAFX,1
7609-NRNCA,0
8749-TZYEC,0
5092-STPKP,0
9851-QXEEQ,1
2160-GPFXD,0
4116-IQRFR,0
0811-GSDTP,0
4625-XMOYM,0
0594-UFTUL,0
2480-JZOSN,0
8405-IGQFX,0
4423-YLHDV,1
7030-FZTFM,0
4361-FEBGN,0
5902-WBLSE,0
9848-JQJTX,0
8096-LOIST,0
6352-TWCAU,1
1642-HMARX,0
2038-OEQZH,0
8679-LZBMD,0
5073-WXOYN,1
9392-XBGTD,0
4826-DXMUP,0
2623-DRYAM,0
5916-QEWPT,0
4770-UEZOX,0
2380-DAMQP,0
5377-NDTOU,0
3838-OZURD,1
3657-COGMW,0
7691-KGKGP,0
5321-NTRKC,0
9099-FTUHS,0
6110-OHIHY,1
4816-LXZYW,1
9693-XMUOB,0
3170-GWYKC,0
3086-RUCRN,0
4957-TIALW,0
1215-FIGMP,0
6603-QWSPR,0
2869-ADAWR,1
5583-EJXRD,0
8631-WUXGY,0
3372-CDXFJ,0
5375-XLDOF,0
3551-HUAZH,1
8357-EQXFO,1
0114-IGABW,0
7552-KEYGT,0
8659-HDIYE,0
5930-GBIWP,0
7310-EGVHZ,0
6289-CPNLD,1
0375-HVGXO,1
4716-HHKQH,0
1583-IHQZE,1
3898-BSJYF,0
6689-VRRTK,0
6339-DKLMK,0
0621-TSSMU,0
0754-UKWQP,1
5935-FCCNB,0
2433-KMEAS,1
7245-JMTTQ,0
2676-OXPPQ,0
6356-ELRKD,1
2688-BHGOG,0
2692-BUCFV,0
2082-CEFLT,1
9782-LGXMC,0
4608-LCIMN,0
0872-NXJYS,1
5651-CRHKQ,0
3683-QKIUE,1
5136-KCKGI,1
5804-JMYIO,0
9058-CBREO,1
0550-DCXLH,0
9809-IMGCQ,1
3162-KKZXO,0
6357-JJPQT,0
8672-OAUPW,0
8668-KNZTI,0
5640-CAXOA,0
3472-QPRCH,0
9185-TQCVP,1
2887-JPYLU,0
9839-ETQOE,0
0078-XZMHT,0
3315-IKYZQ,0
8883-ANODQ,0
2272-JKMSI,0
4361-JEIVL,1
3009-JWMPU,1
1897-RCFUM,0
5032-MIYKT,0
1597-FZREH,1
2530-ENDWQ,1
8364-TRMMK,1
3696-XRIEN,0
8200-KLNYW,0
5568-DMXZS,0
9102-IAYHT,1
4584-LBNMK,0
2626-URJFX,1
3813-DHBBB,0
3815-SLMEF,1
5998-DZLYR,0
0083-PIVIK,0
8022-BECSI,0
6994-KERXL,0
1309-XGFSN,0
5628-RKIFK,0
4350-ZTLPI,0
8884-MRNSU,0
5397-TUPSH,0
2874-YXVVA,0
5567-WSELE,1
0310-VQXAM,0
7136-RVDTZ,1
6007-TCTST,0
2292-XQWSV,0
8331-ZXFOE,0
4592-IWTJI,1
7794-JASDG,0
5939-SXWHM,0
8929-KSWIH,0
6386-SZZKH,1
4116-TZAQJ,1
8903-WMRNW,0
0771-CHWSK,0
1448-CYWKC,0
7100-FQPRV,0
6718-BDGHG,0
2452-SNHFZ,0
5035-PGZXH,0
1814-WFGVS,0
5146-CBVOE,0
9281-CEDRU,0
0422-OHQHQ,0
3745-HRPHI,0
4086-YQSNZ,1
9680-NIAUV,0
2346-CZYIL,0
1465-WCZVT,0
6298-QDFNH,1
3969-JQABI,0
2560-QTSBS,0
2325-WINES,0
0002-ORFBO,0
3272-VUHPV,0
3164-AALRN,1
9710-NJERN,0
7567-ECMCM,0
0269-XFESX,0
1200-TUZHR,0
7753-USQYQ,0
6416-TVAIH,1
1183-CANVH,0
6892-EZDTG,1
0956-ACVZC,0
9776-OJUZI,0
1696-MZVAU,0
3584-WKTTW,0
3688-FTHLT,0
5982-FPVQN,0
8295-KMENE,0
8552-OBVRU,0
5458-CQJTA,1
8194-PEEBY,0
7797-EJMDP,0
5175-WLYXL,0
7143-BQIBA,0
3571-RFHAR,1
9921-QFQUL,0
5447-VYTKW,0
7244-KXYZN,0
1794-HBQTJ,1
6211-WWLTF,0
7139-JZFVG,0
7605-BDWDC,0
3704-IEAXF,0
6072-NUQCB,0
7351-KYHQH,0
7396-VJUZB,0
1814-DKOLC,0
6288-LBEAR,0
8148-WOCMK,0
8990-ZXLSU,0
6242-MBHPK,0
0270-THENM,0
2115-BFTIW,1
2533-TIBIX,0
4320-QMLLA,0
4929-BSTRX,1
3643-AHCFP,1
1545-ACTAS,0
8213-TAZPM,0
4913-EHYUI,1
6161-UUUTA,1
6873-UDNLD,0
7196-LIWRH,0
6804-GDMOI,1
4826-XTSOH,1
2039-JONDJ,0
5129-HHMZC,0
7000-WCEVQ,1
6198-RTPMF,0
3453-RTHJQ,0
2073-QBVBI,0
1285-OKIPP,1
7665-TOALD,1
3058-WQDRE,0
6769-DCQLI,1
4130-MZLCC,0
1951-IEYXM,0
9881-VCZEP,0
6408-OTUBZ,0
8626-XHBIE,0
3440-JPSCL,1
7131-ZQZNK,0
7064-FRRSW,0
0285-INHLN,0
1452-UZOSF,0
3038-PQIUY,0
2656-TABEH,1
1354-YZFNB,0
5197-PYEPU,0
2379-GYFLQ,0
8035-BUYVG,1
6341-JVQGF,0
8800-ZKRFW,0
0708-LGSMF,0
3082-WQRVY,0
4815-TUMEQ,0
3280-MRDOF,0
2378-HTWFW,0
1422-DGUBX,0
8433-WXGNA,1
2878-DHMIN,0
7587-AOVVU,0
6181-AXXYF,0
3308-MHOOC,0
3085-QUOZK,1
5223-UZAVK,0
5939-XAIXZ,0
5295-PCJOO,1
6502-MJQAE,1
0708-SJDIS,0
2192-CKRLV,0
3795-CAWEX,0
5176-OLSKT,0
5440-FLBQG,1
7105-BENQF,0
8071-SBTRN,0
7996-MHXLW,0
9490-DFPMD,1
3191-CSNMG,0
7774-OJSXI,1
1708-PBBOA,0
7938-OUHIO,1
9639-BUJXT,0
1215-EXRMO,0
5875-YPQFJ,1
3327-YBAKM,0
3137-NYQQI,0
5306-BVTKJ,0
8106-GWQOK,0
6586-PSJOX,0
0369-ZGOVK,0
2193-SFWQW,0
5656-MJEFC,0
2002-MZHWP,1
4911-BANWH,1
8919-FYFQZ,1
2450-ZKEED,0
6599-SFQVE,0
6500-JVEGC,0
1599-MMYRQ,0
5519-YLDGW,1
4075-WKNIU,0
9965-YOKZB,1
6993-YGFJV,0
0750-EKNGL,0
3199-NPKCN,0
5906-CVLHP,1
7225-CBZPL,0
1293-HHSHJ,0
4140-MUHUG,1
7858-GTZSP,0
6345-HOVES,0
5285-MVEHD,0
0187-QSXOE,0
2712-SYWAY,0
9504-YAZWB,0
7789-HKSBS,0
0750-EBAIU,0
6650-BWFRT,0
2933-FILNV,1
3420-YJLQT,0
5811-IWXYM,0
9575-IWCAZ,0
8513-OLYGY,0
3988-RQIXO,1
5013-SBUIH,1
5680-LQOGP,0
1447-GIQMR,1
3043-TYBNO,0
1353-GHZOS,0
9488-FVZCC,0
1813-JLKWR,0
7435-ZNUYY,0
2181-TIDSV,0
9821-BESNZ,0
9885-CSMWE,1
2990-HWIML,1
2055-PDADH,1
4374-YMUSQ,0
9933-QRGTX,0
4572-DVCGN,1
6770-UAYGJ,0
7445-WMRBW,0
9796-MVYXX,0
6952-OMNWB,0
7041-TXQJH,0
3655-SNQYZ,0
0458-HEUZG,0
4801-KFYKL,0
5924-IFQTT,0
7633-MVPUY,0
1775-KWJKQ,0
2005-DWQZJ,0
7284-ZZLOH,0
8706-HRADD,0
7074-STDCN,0
9578-FOMUK,0
0757-WCUUZ,0
3428-MMGUB,0
2737-WFVYW,1
9469-WEJBT,0
1202-KKGFU,0
1552-AAGRX,0
1548-FEHVL,0
8204-YJCLA,0
6469-MRVET,0
4083-BFNYK,0
4923-ADWXJ,0
4565-NLZBV,0
5260-UMPWX,0
5626-MGTUK,0
1481-ZUWZA,1
1855-AGAWH,0
5959-BELXA,1
8066-POXGX,1
7610-TVOPG,0
0343-QLUZP,0
0925-VYDLG,1
0931-MHTEM,0
1407-DIGZV,0
3627-FCRDW,1
9874-QLCLH,1
3500-RMZLT,1
3129-AAQOU,0
4952-YSOGZ,1
5919-TMRGD,1
7722-VJRQD,0
2519-TWKFS,0
5928-QLDHB,0
2732-ISEZX,0
2683-JXWQQ,0
5678-VFNEQ,0
7293-LSCDV,0
0412-UCCNP,0
4667-QONEA,0
6635-MYYYZ,1
9158-VCTQB,1
1877-HKBQX,0
7657-DYEPJ,1
3798-EPWRR,0
3133-PZNSR,0
0580-PIQHM,0
8149-RSOUN,1
2410-CIYFZ,0
6467-CHFZW,1
0094-OIFMO,1
7365-BVCJH,0
1257-SXUXQ,0
4611-ANLQC,0
2817-LVCPP,0
0880-FVFWF,0
1193-RTSLK,1
4176-FXYBO,0
1899-VXWXM,1
0697-ZMSWS,1
1746-TGTWV,0
6030-REHUX,0
5138-WVKYJ,1
4685-TFLLS,0
8466-PZBLH,0
2446-PLQVO,1
7113-HIPFI,0
6439-LAJXL,0
2898-MRKPI,0
3585-YNADK,0
6692-UDPJC,1
4868-AADLV,0
1970-KKFWL,0
7576-OYWBN,1
0661-WCQNQ,0
5177-RVZNU,0
9717-IOAAF,0
4625-EWPTF,1
3768-VHXQO,0
4307-KTUMW,1
8265-HKSOW,0
5442-UTCVD,1
0311-QYWSS,0
3841-NFECX,0
8857-CUPFQ,0
7055-VKGDA,1
0082-LDZUE,0
9500-IWPXQ,0
4770-QAZXN,0
9092-GDZKO,0
5144-PQCDZ,0
5989-OMNJE,0
4782-OSFXZ,0
4853-RULSV,1
8922-LIEGH,1
2091-GPPIQ,0
8051-HJRLT,1
1091-SOZGA,0
0479-HMSWA,0
8627-ZYGSZ,0
3259-KNMRR,0
6439-PKTRR,0
3520-FJGCV,0
8040-MNRTF,0
4323-ELYYB,0
3927-NLNRY,1
6047-SUHPR,0
5134-IKDAY,1
9076-AXYIK,0
2573-GYRUU,0
4729-XKASR,1
2868-MZAGQ,1
7216-EWTRS,1
6908-VVYHM,0
9714-EDSUC,0
3807-BPOMJ,0
5724-BIDBU,0
2484-DGXPZ,1
1488-PBLJN,0
9647-ERGBE,1
6034-ZRYCV,1
5141-ZUVBH,0
9305-CDSKC,1
9912-OMZDS,0
5572-ZDXHY,1
8920-NAVAY,0
1976-CFOCS,1
3765-JXVKY,1
4817-KEQSP,0
6510-UPNKS,0
0436-TWFFZ,0
4795-UXVCJ,0
1832-PEUTS,0
9818-XQCUV,0
8720-RQSBJ,0
6870-ECSHE,0
3528-HFRIQ,0
8844-TONUD,1
5149-QYTTU,0
9861-PDSZP,0
0376-OIWME,0
1697-NVVGY,0
0536-ESJEP,0
1060-ENTOF,0
1150-FTQGN,0
9830-ECLEN,0
1270-XKUCC,0
7921-BEPCI,0
6616-AALSR,0
6941-KXRRV,0
0722-TROQR,1
6786-OBWQR,0
1194-BHJYC,0
3914-FDRHP,0
5192-EBGOV,1
2294-SALNE,0
0970-QXPXW,0
8799-OXZMD,0
8272-ONJLV,0
5787-KXGIY,0
9399-APLBT,1
0186-CAERR,0
2978-XXSOG,0
1488-SYSFC,0
3174-AKMAS,0
6127-ISGTU,1
3269-ATYWD,1
4676-WLUHT,0
8257-RZAHR,1
0961-ZWLVI,0
8007-YYPWD,0
9503-XJUME,0
2587-YNLES,0
3049-SOLAY,1
5868-YWPDW,1
5393-RXQSZ,1
3800-LYTRK,0
8902-ZEOVF,0
7890-VYYWG,1
2607-FBDFF,0
1987-AUELQ,0
4482-EWFMI,0
5546-QUERU,0
0292-WEGCH,0
4324-AHJKS,0
0212-ISBBF,0
0011-IGKFF,1
0644-OQMDK,0
7130-YXBRO,0
8681-ICONS,0
3387-PLKUI,0
1582-RAFML,1
5117-ZSMHQ,0
1841-YSJGV,0
8060-HIWJJ,0
5862-BRIXZ,0
8216-AZUUZ,0
5956-YHHRX,0
3196-NVXLZ,0
1834-WULEG,0
4032-RMHCI,0
4872-VXRIL,0
3439-GVUSX,0
1334-FJSVR,1
6447-EGDIV,0
5887-IKKYO,0
9780-FKVVF,0
6413-XKKPU,1
3898-GUYTS,0
9845-PEEKO,0
5804-LEPIM,1
8404-GFGCZ,0
7801-KICAO,0
1763-KUAAW,0
2049-BAFNW,0
2347-WKKAE,0
6331-EWIEB,1
1170-SASML,0
3518-PZXZQ,0
2243-FNMMI,0
5089-IFSDP,1
4024-CSNBY,0
4456-RHSNB,0
9578-VRMNM,1
5519-NPHVG,1
1941-HOSAM,0
0742-NXBGR,1
0795-XCCTE,0
3920-HIHMQ,0
4585-HETAI,1
6840-RESVB,0
4893-GYUJU,0
9134-WYRVP,0
9958-MEKUC,0
8821-KVZKQ,0
7208-PSIHR,0
9402-ORRAH,0
6732-FZUGP,0
4006-HKYHO,0
8869-LIHMK,0
6917-YACBP,0
5701-SVCWR,0
7586-ZATGZ,0
1073-XXCZD,0
9602-WCXPI,0
5336-UFNZP,0
6484-LATFU,0
3866-MDTUB,1
2055-BFOCC,0
0266-CLZKZ,0
8651-ENBZX,1
2451-YMUXS,0
8085-MSNLK,0
8788-DOXSU,0
3606-SBKRY,0
6048-UWKAL,0
3446-QDSZF,0
2013-SGDXK,1
5353-WILCI,0
7570-WELNY,0
8942-DBMHZ,0
8777-MBMTS,0
0329-GTIAJ,1
5442-XSDCW,1
3209-ZPKFI,0
0203-HHYIJ,1
7442-YGZFK,0
5193-QLVZB,0
8595-SIZNC,0
8847-GEOOQ,0
6689-KXGBO,1
0596-BQCEQ,1
3452-ABWRL,0
1162-ECVII,0
8731-WBBMB,0
0897-FEGMU,1
4806-DXQCE,0
8100-HZZLJ,0
9066-QRSDU,0
9127-FHJBZ,0
3413-DHLPB,0
7562-UXTPG,0
7721-JXEAW,1
6625-IUTTT,0
6476-EPYZR,0
9631-XEYKE,0
7754-IXRMC,0
8999-YPYBV,0
5012-YSPJJ,0
3546-GHEAE,0
1403-LKLIK,0
2931-SVLTV,0
2037-XJFUP,1
6142-VSJQO,1
0264-CNITK,0
4918-QLLIW,1
4971-PUYQO,1
3642-GKTCT,0
8859-YSTWS,0
3097-FQTVJ,0
1262-OPMFY,1
0308-IVGOK,0
0411-EZJZE,0
8631-NBHFZ,1
8634-CILSZ,1
9356-AXGMP,0
4603-JANFB,1
8099-MZPUJ,0
7883-ROJOC,0
2096-XOTMO,0
6620-JDYNW,0
1069-QJOEE,0
7148-XZPHA,0
1589-AGTLK,1
8808-ELEHO,1
4328-VUFWD,0
3977-QCRSL,0
5734-EJKXG,0
5378-IKEEG,1
8746-OQQRW,0
9199-PWQVC,0
3823-KYNQY,0
5570-PTWEH,1
5947-SGKCL,0
6598-KELSS,0
7547-EKNFS,1
0114-RSRRW,0
4547-FZJWE,0
7850-VWJUU,0
9643-YBLUR,0
2931-VUVJN,0
9453-PATOS,0
1393-IMKZG,0
8067-NIOYM,0
1697-BCSHV,0
6663-JOCQO,0
6036-TTFYU,0
9592-ERDKV,0
9824-BEMCV,1
5002-GCQFH,0
2962-XPMCQ,1
6686-YPGHK,1
0488-GSLFR,1
1935-IMVBB,0
7432-FFVAR,0
0238-WHBIQ,0
7486-KSRVI,1
1915-IOFGU,1
5304-EFJLP,0
7636-OWBPG,0
3908-MKIMJ,0
1866-RZZQS,1
4001-TSBTV,0
5202-IVJNU,1
4091-TVOCN,0
8815-LMFLX,0
6696-YDAYZ,0
1307-ATKGB,0
9386-LDCZR,0
3751-KTZEL,1
9269-CQOOL,1
9633-XQABV,0
7672-VFMXZ,0
2267-WTPYD,0
7246-ZGQDF,0
6410-LEFEN,1
3319-DWOEP,1
3552-CTCYF,0
5599-HVLTW,0
0396-UKGAI,0
3612-YVGSJ,0
5977-CKHON,0
1792-UXAFY,1
0799-DDIHE,0
3057-VJJQE,0
4077-CROMM,1
5248-KWLAR,0
6599-CEBNN,1
7459-RRWQZ,1
9574-BOSMD,0
9470-RTWDV,0
2585-KTFRE,0
6463-MVYRY,0
2237-ZFSMY,1
5512-IDZEI,0
2324-EFHVG,0
7398-SKNQZ,0
5712-VBOXD,0
7579-KKLOE,0
5480-TBGPH,1
1985-MBRYP,0
