SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customerID,Churn
0,0.6822378464930036,1.1440419401112556,1.1665524577265016,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2284-VFLKH,0
0,-1.1915205933941613,-1.5025453632218144,-0.9721276984218151,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1179-INLAT,0
1,0.845173363004931,-0.3417614582511696,0.25569966374489594,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,6313-GIDIT,1
0,-1.1915205933941613,0.1722999853786874,-0.9054750946952483,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2988-PLAHS,0
0,-0.7027140438583792,-1.4925957868934947,-0.8715977627085639,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,5577-OTWWW,1
0,1.0081088795168585,0.7344510479287569,1.1746856623478983,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,4685-ERGHK,0
0,1.6191170664365861,1.4475040181250103,2.4002868628160696,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2419-FSORS,0
0,-0.4583107690904881,0.12918515462263497,-0.3444162230485023,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7855-DIWPO,0
0,-1.272988351650125,-0.6153748072799644,-0.9822886938973269,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3669-OYSJI,1
0,1.4969154290526405,-1.3201364638692845,-0.24516467722154117,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3148-AOIQT,0
0,-0.05097197781066966,-1.4527974815802154,-0.7014617018073174,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,6447-EGDIV,0
0,-1.272988351650125,-1.4793296851224016,-0.9937721616690005,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,4897-QSUYC,1
0,1.0488427586448401,-0.48934684045458027,0.28448547739135627,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,9830-ECLEN,0
0,-0.0917058569386515,1.3811735092695447,0.41322815542273106,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1552-AAGRX,0
0,1.374713791668695,1.2717281696580265,1.9045801638046647,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3086-RUCRN,0
0,-0.4175768899625063,1.1937898217528549,-0.07912828043839688,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,5590-BYNII,1
1,0.07122965957327589,-0.018400227580775676,-0.07414696812285311,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,2522-WLNSF,0
1,-0.3361091317065426,0.500636004213241,-0.1837137978598783,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0537-QYZZN,0
0,1.2525121542847495,1.348008254841812,1.956685572273449,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,4191-XOVOM,0
0,1.4561815499246586,0.5172186314271073,1.3668408869802426,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,9541-ZPSEA,0
0,1.6191170664365861,0.7891737177345156,1.8020224372372986,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,7873-CVMAW,0
0,0.845173363004931,0.3033027403682317,0.7422372215029108,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,4648-YPBTM,0
0,1.2932460334127314,0.9317843117737662,1.6338039611654869,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,5312-IRCFR,0
0,-0.8656495603703066,-0.9520021397214516,-0.8251789851132764,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0305-SQECB,0
0,0.43783457172511253,0.23697223151276628,0.3962343864170487,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7100-FQPRV,0
0,-0.7027140438583792,-1.3168199384265113,-0.8399465924204191,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,8007-YYPWD,0
0,0.39710069259713066,0.9831904561367523,0.7670776594658211,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2347-WKKAE,0
0,0.31563293434116696,-1.514153202271521,-0.6587678878462195,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,4933-BSAIP,0
0,1.5783831873086043,0.20214871436364656,1.1897398053192092,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5846-NEQVZ,0
0,1.0488427586448401,-1.3135034129837382,-0.33705446059986693,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4534-WGCIR,0
0,-1.272988351650125,-0.48603031501180693,-0.9805694799123161,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0248-IPDFW,0
0,-1.1100528351381977,0.35802541017399037,-0.8203078788224127,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,9250-WYPLL,1
0,-0.7841818021143429,-1.1178284118601152,-0.8495785989774659,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,8718-PTMEZ,1
0,0.27489905521318514,-1.3450104046900841,-0.599477046568288,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1897-RCFUM,0
0,1.4561815499246586,1.6630781719052727,2.45497109226237,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,4304-TSPVK,0
1,1.6191170664365861,1.5552910950151415,2.499009419724566,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2469-DTSGX,0
0,-1.1915205933941613,-1.514153202271521,-0.97926904882109,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,9039-ZVJDC,0
0,-0.9471173186262702,0.7128936325507305,-0.662999799193938,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,3914-FDRHP,0
0,-0.8656495603703066,-0.36331887362919607,-0.7154358257367629,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2450-ZKEED,0
0,-1.272988351650125,-0.47773900140487374,-0.980459273887636,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,8992-JQYUN,1
0,-1.2322544725221432,0.49731947877046784,-0.9301392030186703,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1981-INRFU,1
0,-1.2322544725221432,0.500636004213241,-0.9354511334082546,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5712-PTIWW,1
0,-0.9063834394982885,1.2385629152302937,-0.531479929340623,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1465-VINDH,1
0,0.19343129695722142,1.0395713886638975,0.6049425559563549,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,6862-CQUMB,0
0,-0.7434479229863611,0.714551895272117,-0.4820635478740347,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,8337-MSSXB,1
0,-1.272988351650125,-0.31357099198759697,-0.9782771945989686,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3518-PZXZQ,0
0,0.7229717256209854,0.5885239284467328,0.8395932237053731,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3696-XRIEN,0
0,-0.7027140438583792,0.34310104568151056,-0.49502377637642275,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,7993-NQLJE,0
0,-1.313722230778107,0.2850618504329783,-1.0026547672582222,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,4075-WKNIU,0
0,0.43783457172511253,0.7195266834362771,0.5730709736188497,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,5129-HHMZC,0
0,-1.1915205933941613,0.34807583384567065,-0.8959753353678176,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0925-VYDLG,1
0,0.19343129695722142,-1.4743548969582418,-0.6696562430846202,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,5177-RVZNU,0
0,0.7229717256209854,0.9533417271517927,1.0901576414182077,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3316-UWXUY,0
1,0.31563293434116696,0.8886694810177137,0.6167566418020691,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0093-EXYQL,0
0,1.4969154290526405,1.6083555020995137,2.477717615756357,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,3655-SNQYZ,0
0,-1.2322544725221432,-1.323452989312058,-0.97532367313754,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,8713-IGZSO,0
0,0.9673750003888765,0.5470673604120669,1.034128898470809,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,3050-RLLXC,0
0,-1.272988351650125,0.16069214632898068,-0.9719734099872629,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6502-MJQAE,1
0,0.6415039673650218,-1.4892792614507213,-0.598859892830079,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,9916-AYHTC,0
